customerID,Churn,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
2223-kagmx,True,month-to-month,False,bank transfer (automatic),19.4,289.3,0.6466666666666666
2225-zrgsg,True,two year,False,bank transfer (automatic),93.9,6579.05,3.1300000000000003
2226-icfdo,False,two year,True,credit card (automatic),85.9,6110.75,2.8633333333333337
2227-jrsjx,False,month-to-month,True,bank transfer (automatic),99.15,1956.4,3.305
2228-bzdee,False,two year,False,mailed check,20.1,1079.45,0.67
2229-dpmbi,False,two year,False,mailed check,19.5,162.15,0.65
2229-vwqjh,False,month-to-month,True,credit card (automatic),49.3,1233.25,1.643333333333333
2230-xtuwl,False,two year,False,mailed check,19.55,883.35,0.6516666666666667
2232-dmlxu,True,month-to-month,False,mailed check,55.2,55.2,1.84
2233-fagxv,False,month-to-month,True,mailed check,24.3,132.25,0.81
2233-txsiu,False,one year,False,credit card (automatic),44.45,792.15,1.481666666666667
2234-eofpt,False,two year,True,bank transfer (automatic),79.35,5753.25,2.645
2234-xaduh,False,one year,True,credit card (automatic),103.2,7362.9,3.44
2235-dwlju,False,month-to-month,True,electronic check,44.4,263.05,1.48
2235-ezaik,False,two year,False,credit card (automatic),79.2,5401.9,2.64
2235-zgkpt,True,month-to-month,False,mailed check,50.85,239.55,1.695
2236-hilpa,False,two year,False,credit card (automatic),20.65,1218.45,0.6883333333333332
2237-zfsmy,True,one year,True,electronic check,95.55,3692.85,3.185
2239-cfouj,False,one year,False,mailed check,20.4,20.4,0.6799999999999999
2239-cgbuz,False,one year,True,bank transfer (automatic),60.5,3145.15,2.0166666666666666
2239-jalaw,True,one year,True,bank transfer (automatic),103.25,6017.65,3.441666666666667
2240-hsjqd,False,month-to-month,True,mailed check,81.85,3141.7,2.728333333333333
2242-mfotg,False,one year,False,bank transfer (automatic),80.1,2603.3,2.67
2243-fnmmi,False,month-to-month,False,mailed check,19.4,415.4,0.6466666666666666
2245-adzfj,False,two year,False,bank transfer (automatic),80.55,2471.6,2.685
2249-yprng,True,month-to-month,True,bank transfer (automatic),105.85,2239.65,3.5283333333333333
2250-ivbwa,False,month-to-month,False,electronic check,81.05,5135.35,2.7016666666666667
2251-pylpb,False,two year,False,credit card (automatic),79.55,5810.9,2.6516666666666664
2252-isrnh,False,one year,True,electronic check,90.35,767.9,3.0116666666666663
2252-jhjge,False,one year,False,electronic check,104.0,6363.45,3.466666666666667
2252-nknsi,False,two year,True,mailed check,85.15,4461.85,2.8383333333333334
2253-kpmnb,False,two year,False,bank transfer (automatic),46.25,3121.4,1.5416666666666667
2254-dlxri,False,month-to-month,True,mailed check,79.15,79.15,2.6383333333333336
2256-ylylp,False,two year,True,bank transfer (automatic),72.95,4953.25,2.431666666666666
2257-bovxd,False,month-to-month,True,credit card (automatic),66.6,979.5,2.22
2259-ouusz,False,one year,True,credit card (automatic),35.5,249.55,1.1833333333333331
2260-ustrb,True,month-to-month,True,bank transfer (automatic),70.2,115.95,2.3400000000000003
2262-slnvk,False,month-to-month,False,electronic check,70.1,70.1,2.3366666666666664
2263-sfsqz,False,two year,True,mailed check,24.95,1222.25,0.8316666666666667
2265-cywiv,True,month-to-month,True,electronic check,99.6,347.65,3.32
2266-fubdz,False,two year,False,mailed check,19.35,278.85,0.645
2266-sjnat,False,one year,False,credit card (automatic),109.15,7789.6,3.6383333333333336
2267-fpima,False,month-to-month,True,credit card (automatic),94.4,4914.9,3.146666666666667
2267-wtpyd,False,month-to-month,False,credit card (automatic),94.0,5438.95,3.1333333333333333
2270-chbfn,False,month-to-month,True,credit card (automatic),95.1,4060.55,3.17
2272-jkmsi,False,one year,True,electronic check,110.8,6840.95,3.693333333333333
2272-qagfo,True,month-to-month,True,electronic check,74.3,1096.25,2.4766666666666666
2272-uoini,False,month-to-month,True,electronic check,78.5,571.05,2.6166666666666667
2272-wuspa,False,two year,True,electronic check,110.75,7751.7,3.691666666666667
2273-qckxa,False,month-to-month,False,mailed check,49.05,49.05,1.635
2274-xuata,False,two year,True,bank transfer (automatic),63.1,4685.55,2.103333333333333
2275-rbyqs,False,month-to-month,True,mailed check,45.4,45.4,1.5133333333333332
2276-ydavz,True,month-to-month,True,credit card (automatic),75.1,270.7,2.503333333333333
2277-axsdc,False,one year,False,bank transfer (automatic),19.75,624.15,0.6583333333333333
2277-bkjkn,False,two year,True,electronic check,99.2,7213.75,3.306666666666666
2277-djjdl,False,month-to-month,True,electronic check,99.0,6017.9,3.3
2277-vwcni,False,month-to-month,False,mailed check,48.75,179.85,1.625
2279-axjjk,False,month-to-month,True,credit card (automatic),95.65,5088.4,3.188333333333333
2282-ygnor,False,one year,False,credit card (automatic),58.0,1734.5,1.9333333333333331
2284-vflkh,False,one year,True,credit card (automatic),99.25,4920.8,3.308333333333333
2292-xqwsv,False,one year,False,mailed check,60.3,2448.5,2.01
2293-ijwps,False,one year,True,credit card (automatic),100.75,5985.0,3.3583333333333334
2294-dmmus,False,month-to-month,True,credit card (automatic),70.45,4300.45,2.3483333333333336
2294-salne,False,one year,False,mailed check,86.8,1940.8,2.893333333333333
2296-dkzfp,False,two year,False,bank transfer (automatic),71.0,4386.2,2.3666666666666667
2300-rqgoi,False,two year,False,mailed check,20.05,741.5,0.6683333333333333
2302-antdp,True,month-to-month,False,electronic check,117.45,5438.9,3.915
2302-ouzxb,False,two year,False,bank transfer (automatic),82.15,5784.3,2.7383333333333337
2303-pjyhn,False,month-to-month,False,bank transfer (automatic),19.85,52.0,0.6616666666666667
2305-mrglv,False,month-to-month,False,bank transfer (automatic),76.55,2065.4,2.5516666666666667
2307-fynnl,False,two year,True,electronic check,109.05,7108.2,3.635
2308-sterm,False,month-to-month,False,mailed check,19.4,61.05,0.6466666666666666
2309-osfeu,True,month-to-month,True,mailed check,33.9,298.45,1.13
2311-qymuq,True,month-to-month,True,credit card (automatic),89.45,1430.25,2.981666666666667
2314-tndjq,False,two year,False,credit card (automatic),55.65,3880.05,1.855
2316-esmls,False,one year,False,credit card (automatic),33.15,444.75,1.105
2320-jrsde,True,month-to-month,True,electronic check,19.9,19.9,0.6633333333333333
2320-slkmb,False,month-to-month,True,credit card (automatic),44.45,1183.8,1.481666666666667
2320-tzrrh,False,one year,False,mailed check,19.5,403.15,0.65
2320-ykqbo,False,month-to-month,False,mailed check,19.3,144.95,0.6433333333333333
2321-ombxy,True,one year,False,credit card (automatic),80.3,3058.65,2.6766666666666667
2322-vczhz,False,month-to-month,True,electronic check,90.0,2024.1,3.0
2323-arsvr,False,two year,True,electronic check,111.05,7321.05,3.701666666666666
2324-aalno,False,one year,False,bank transfer (automatic),24.55,1203.95,0.8183333333333334
2324-efhvg,False,two year,True,bank transfer (automatic),104.4,6692.65,3.48
2325-nbpzg,False,month-to-month,True,electronic check,74.55,233.65,2.485
2325-wines,False,one year,True,credit card (automatic),104.05,3416.85,3.4683333333333333
2325-zusfd,True,one year,True,bank transfer (automatic),70.1,3913.3,2.3366666666666664
2330-pqgdq,False,one year,False,bank transfer (automatic),84.2,4299.75,2.806666666666666
2332-efbjy,True,month-to-month,True,mailed check,19.7,342.4,0.6566666666666666
2332-todqs,False,one year,False,credit card (automatic),25.05,1171.5,0.8350000000000001
2333-kweww,False,two year,False,credit card (automatic),20.05,388.6,0.6683333333333333
2335-gsoda,False,two year,False,mailed check,40.1,857.75,1.336666666666667
2338-bqezt,False,month-to-month,True,credit card (automatic),50.55,2832.75,1.6849999999999998
2342-ckiao,False,month-to-month,False,mailed check,20.3,41.2,0.6766666666666666
2344-jmogn,True,month-to-month,True,mailed check,94.85,890.6,3.161666666666666
2346-czyil,False,two year,False,credit card (automatic),20.35,531.6,0.6783333333333333
2346-djqtb,False,month-to-month,False,electronic check,24.15,812.5,0.8049999999999999
2346-locwc,False,two year,False,credit card (automatic),20.5,1191.4,0.6833333333333333
2347-wkkae,False,month-to-month,True,electronic check,94.4,4014.6,3.146666666666667
2348-kcjlt,False,one year,True,mailed check,61.5,2722.2,2.05
2351-bkrzw,False,two year,False,bank transfer (automatic),75.2,3254.35,2.506666666666667
2351-rrbue,False,one year,False,mailed check,20.65,134.05,0.6883333333333332
2353-vpyns,False,month-to-month,True,electronic check,73.65,73.65,2.455
2357-coqek,True,month-to-month,True,electronic check,103.3,2890.65,3.4433333333333334
2359-kltek,False,month-to-month,True,bank transfer (automatic),94.9,3848.0,3.1633333333333336
2359-kmgli,True,month-to-month,True,electronic check,80.25,1861.5,2.675
2359-qwqul,True,one year,True,credit card (automatic),104.7,4134.85,3.49
2360-rdgro,False,month-to-month,True,electronic check,104.25,6812.95,3.475
2361-fjwno,False,one year,False,credit card (automatic),36.0,1382.9,1.2
2361-upsnd,False,one year,False,mailed check,70.6,3231.05,2.353333333333333
2362-ibooy,True,month-to-month,True,electronic check,84.75,3050.15,2.825
2363-bjlsl,False,month-to-month,True,bank transfer (automatic),80.4,4981.15,2.68
2364-ufrom,False,one year,False,electronic check,70.4,2044.75,2.3466666666666667
2368-gakkq,False,two year,True,bank transfer (automatic),113.65,7939.25,3.7883333333333336
2369-fevno,False,month-to-month,True,mailed check,19.9,19.9,0.6633333333333333
2369-uapkz,True,month-to-month,False,mailed check,104.1,541.9,3.47
2371-jqhzz,False,month-to-month,True,electronic check,93.0,2248.05,3.1
2371-jungc,False,month-to-month,False,mailed check,20.25,208.0,0.675
2371-kfuog,False,one year,False,bank transfer (automatic),99.15,5720.95,3.305
2372-hwuhi,True,month-to-month,False,electronic check,44.35,81.25,1.4783333333333333
2373-ntkod,False,month-to-month,True,electronic check,66.25,546.45,2.208333333333333
2378-htwfw,False,month-to-month,False,credit card (automatic),91.0,3180.5,3.033333333333333
2378-vtkdh,False,month-to-month,True,electronic check,104.35,6578.55,3.478333333333333
2378-yizka,False,two year,True,credit card (automatic),85.0,5607.75,2.833333333333333
2379-enzgv,True,month-to-month,True,electronic check,84.85,523.5,2.828333333333333
2379-gyflq,False,one year,True,credit card (automatic),94.9,4422.95,3.1633333333333336
2380-damqp,False,two year,False,electronic check,115.15,8349.7,3.838333333333333
2382-bckqj,True,one year,True,electronic check,100.15,6413.65,3.3383333333333334
2384-ovpsa,False,two year,False,mailed check,20.2,735.9,0.6733333333333333
2386-lahrk,True,month-to-month,True,mailed check,53.5,53.5,1.7833333333333334
2386-owury,False,month-to-month,True,electronic check,95.3,5817.7,3.1766666666666667
2387-kdzqy,False,one year,True,mailed check,20.1,279.5,0.67
2388-laesq,False,two year,True,bank transfer (automatic),114.85,8317.95,3.828333333333333
2391-iplop,False,one year,True,electronic check,69.65,3442.15,2.3216666666666668
2391-soori,True,month-to-month,False,electronic check,49.35,219.65,1.645
2393-divai,False,month-to-month,True,mailed check,20.0,61.7,0.6666666666666666
2397-brlom,True,month-to-month,True,credit card (automatic),80.45,583.45,2.681666666666666
2398-ypmur,True,month-to-month,True,electronic check,70.15,916.75,2.3383333333333334
2400-feqme,False,two year,False,mailed check,20.5,1177.95,0.6833333333333333
2400-xiwio,False,two year,False,electronic check,90.1,6310.9,3.003333333333333
2402-tairz,False,one year,False,electronic check,80.05,3019.1,2.668333333333333
2403-bcasl,True,one year,True,electronic check,111.95,4534.9,3.731666666666667
2404-jibfc,False,two year,True,bank transfer (automatic),85.1,4657.95,2.8366666666666664
2405-lbmuw,False,one year,True,bank transfer (automatic),50.7,3088.75,1.6900000000000002
2408-psjve,False,month-to-month,True,mailed check,61.9,2924.05,2.063333333333333
2408-tzmjl,True,one year,True,electronic check,110.15,6448.05,3.671666666666667
2408-witxk,True,month-to-month,True,electronic check,34.7,329.8,1.1566666666666667
2410-ciyfz,False,month-to-month,False,mailed check,20.4,42.9,0.6799999999999999
2418-tpeun,False,two year,True,credit card (automatic),19.8,1119.9,0.66
2419-fsors,False,two year,True,electronic check,108.4,7719.5,3.6133333333333337
2424-gxjqo,False,month-to-month,False,electronic check,57.55,161.45,1.9183333333333328
2424-wvhpl,False,month-to-month,False,electronic check,74.7,74.7,2.49
2428-hyunx,False,two year,True,credit card (automatic),19.35,847.25,0.645
2428-zmctb,False,month-to-month,False,credit card (automatic),19.75,208.25,0.6583333333333333
2429-aykko,False,two year,False,bank transfer (automatic),19.85,1434.1,0.6616666666666667
2430-rryuw,False,one year,True,mailed check,54.8,3465.7,1.8266666666666669
2430-usgxp,True,month-to-month,True,electronic check,101.05,2391.8,3.368333333333333
2432-tfsmk,False,one year,True,credit card (automatic),89.6,1633.0,2.9866666666666664
2433-kmeas,True,month-to-month,True,electronic check,54.45,1127.35,1.815
2434-eevdb,False,two year,True,credit card (automatic),94.6,5948.7,3.1533333333333333
2436-qbzfp,False,month-to-month,False,electronic check,39.2,849.9,1.3066666666666669
2439-lypmq,False,month-to-month,True,electronic check,102.6,4009.2,3.42
2439-qkjul,False,month-to-month,False,mailed check,20.25,109.8,0.675
2446-beggb,True,month-to-month,True,electronic check,98.25,560.6,3.275
2446-plqvo,True,month-to-month,True,electronic check,70.3,70.3,2.3433333333333333
2446-zkvaf,False,month-to-month,False,credit card (automatic),56.8,1074.65,1.893333333333333
2450-zkeed,False,one year,False,bank transfer (automatic),53.8,651.55,1.7933333333333332
2451-ymuxs,False,two year,True,bank transfer (automatic),64.55,4250.1,2.1516666666666664
2452-kdrrh,False,month-to-month,True,credit card (automatic),101.4,6841.05,3.3800000000000003
2452-mrmzf,False,two year,True,credit card (automatic),25.7,1937.4,0.8566666666666667
2452-snhfz,False,month-to-month,False,credit card (automatic),75.45,3545.1,2.515
2453-safns,False,one year,False,mailed check,72.1,3886.05,2.4033333333333333
2454-rpbrz,True,month-to-month,True,electronic check,98.1,1060.2,3.27
2455-uslmv,False,month-to-month,True,credit card (automatic),84.75,2613.4,2.825
2458-eomre,False,month-to-month,False,bank transfer (automatic),64.05,733.95,2.135
2460-fpsyh,True,month-to-month,True,electronic check,55.8,2109.35,1.86
2460-ngxbj,False,month-to-month,True,credit card (automatic),75.2,775.3,2.506666666666667
2462-xiijb,True,month-to-month,True,electronic check,92.5,452.7,3.083333333333333
2465-blleu,False,month-to-month,True,mailed check,19.75,19.75,0.6583333333333333
2466-fccpt,False,one year,False,bank transfer (automatic),19.7,395.6,0.6566666666666666
2466-nejoj,False,month-to-month,False,credit card (automatic),19.65,169.75,0.6549999999999999
2468-sjflm,False,month-to-month,True,mailed check,74.3,74.3,2.4766666666666666
2469-dtsgx,False,two year,False,electronic check,111.65,7943.45,3.7216666666666662
2472-ovkup,True,month-to-month,True,electronic check,91.0,531.0,3.033333333333333
2474-brucm,True,month-to-month,False,electronic check,101.85,4086.3,3.395
2474-lcnue,False,month-to-month,True,credit card (automatic),73.65,1642.75,2.455
2475-mrozf,False,month-to-month,True,credit card (automatic),95.0,2852.4,3.1666666666666665
2476-ygefm,False,month-to-month,True,credit card (automatic),76.0,2215.25,2.533333333333333
2478-eewwm,False,month-to-month,True,electronic check,44.3,2666.75,1.4766666666666666
2479-bramr,True,month-to-month,True,bank transfer (automatic),83.75,3273.55,2.7916666666666665
2480-ejwyp,False,one year,True,bank transfer (automatic),97.8,5458.8,3.26
2480-jzosn,False,month-to-month,True,mailed check,20.65,20.65,0.6883333333333332
2480-sqiob,False,month-to-month,False,electronic check,44.8,169.65,1.4933333333333332
2481-sboyw,False,two year,True,credit card (automatic),25.0,1498.35,0.8333333333333334
2482-czgbb,True,month-to-month,True,electronic check,70.0,740.0,2.333333333333333
2483-xssmz,False,one year,True,electronic check,47.85,1886.4,1.595
2484-dgxpz,True,month-to-month,True,mailed check,19.55,658.95,0.6516666666666667
2485-itvkb,True,month-to-month,True,electronic check,35.1,68.75,1.1700000000000002
2486-wyvve,False,one year,True,mailed check,79.3,2484.0,2.643333333333333
2495-inzwq,True,month-to-month,True,electronic check,44.55,174.3,1.485
2495-kznfb,False,month-to-month,True,electronic check,90.65,2989.6,3.021666666666667
2495-tthbq,False,one year,True,mailed check,20.4,84.75,0.6799999999999999
2498-xldzr,False,two year,False,mailed check,73.6,2316.85,2.453333333333333
2499-ajyua,False,two year,True,credit card (automatic),110.8,7882.25,3.693333333333333
2501-xwwtz,False,month-to-month,False,electronic check,70.2,760.05,2.3400000000000003
2504-dshih,False,month-to-month,False,electronic check,86.8,1975.85,2.893333333333333
2506-clakw,True,month-to-month,True,bank transfer (automatic),98.15,567.45,3.271666666666667
2506-tnfco,True,month-to-month,True,electronic check,69.55,69.55,2.3183333333333334
2507-qzpqs,False,month-to-month,False,electronic check,95.7,1451.1,3.19
2508-qjjfp,False,one year,False,credit card (automatic),20.55,1013.05,0.685
2509-tfpju,False,two year,False,credit card (automatic),25.75,1864.2,0.8583333333333333
2511-allcs,False,two year,False,bank transfer (automatic),24.3,821.6,0.81
2511-morqy,False,one year,False,bank transfer (automatic),54.9,2614.1,1.83
2514-ginmm,True,month-to-month,True,electronic check,79.5,79.5,2.65
2516-vqrrv,True,month-to-month,True,mailed check,75.45,158.4,2.515
2516-xsjkx,False,two year,False,electronic check,78.45,3126.45,2.615
2519-erqoj,False,month-to-month,True,electronic check,54.6,1803.7,1.82
2519-fakod,True,month-to-month,True,bank transfer (automatic),99.25,3777.15,3.308333333333333
2519-lbnql,False,one year,True,electronic check,104.35,6339.45,3.478333333333333
2519-twkfs,False,one year,True,mailed check,55.1,1466.1,1.836666666666667
2520-sgtta,False,two year,False,mailed check,20.0,0.0,0.6666666666666666
2521-npuzr,False,two year,False,credit card (automatic),101.0,7085.5,3.3666666666666667
2522-ahjxr,False,month-to-month,True,bank transfer (automatic),109.45,6572.85,3.648333333333333
2522-wlnsf,False,one year,False,bank transfer (automatic),64.2,2106.3,2.14
2523-ewwzl,False,month-to-month,True,electronic check,76.1,2093.4,2.536666666666666
2525-gvkqu,False,two year,False,mailed check,20.6,1093.0,0.6866666666666668
2528-hfyzx,True,month-to-month,True,electronic check,76.45,1233.4,2.5483333333333333
2530-endwq,True,two year,True,bank transfer (automatic),93.7,6585.35,3.123333333333333
2530-fmfxo,False,two year,True,electronic check,103.2,5873.75,3.44
2533-qvmsk,True,two year,True,electronic check,94.1,5638.3,3.1366666666666663
2533-tibix,False,month-to-month,True,bank transfer (automatic),30.2,469.65,1.0066666666666666
2535-pbcgc,False,two year,False,bank transfer (automatic),64.55,4504.9,2.1516666666666664
2538-oimxf,False,month-to-month,False,mailed check,24.7,24.7,0.8233333333333334
2541-ygpke,False,one year,False,credit card (automatic),63.7,2763.35,2.123333333333333
2542-hygiq,False,month-to-month,False,credit card (automatic),19.95,19.95,0.6649999999999999
2545-ebupk,False,month-to-month,True,electronic check,84.05,186.05,2.8016666666666667
2545-lxyvj,False,two year,False,bank transfer (automatic),20.7,1492.1,0.69
2546-kzaat,False,one year,True,mailed check,75.4,3865.45,2.5133333333333336
2550-aevru,False,one year,False,electronic check,53.45,3053.0,1.7816666666666667
2550-qhzgp,False,one year,False,mailed check,19.5,128.6,0.65
2550-zqzpp,False,month-to-month,True,electronic check,75.4,533.05,2.5133333333333336
2558-buozz,False,one year,False,bank transfer (automatic),94.8,4535.85,3.16
2560-ppche,False,one year,True,bank transfer (automatic),105.05,6744.25,3.5016666666666665
2560-qtsbs,False,one year,True,bank transfer (automatic),23.3,1623.15,0.7766666666666667
2560-wbwxf,False,two year,True,bank transfer (automatic),24.15,1498.85,0.8049999999999999
2565-jslry,True,month-to-month,True,mailed check,24.05,24.05,0.8016666666666666
2568-brgyx,True,month-to-month,True,electronic check,70.2,237.95,2.3400000000000003
2568-oiady,True,month-to-month,True,electronic check,99.5,3762.0,3.316666666666667
2569-wgero,False,two year,True,bank transfer (automatic),21.15,1419.4,0.705
2573-gyruu,False,month-to-month,True,credit card (automatic),91.05,4370.75,3.035
2575-eamdv,False,one year,True,electronic check,99.25,3532.0,3.308333333333333
2575-gfsoe,True,month-to-month,True,electronic check,69.0,506.9,2.3
2576-hxmpa,False,month-to-month,False,credit card (automatic),19.55,19.55,0.6516666666666667
2577-gvsil,False,one year,True,bank transfer (automatic),73.45,2661.1,2.4483333333333333
2578-jqphz,False,two year,False,bank transfer (automatic),100.1,4378.35,3.3366666666666664
2580-asvvy,False,two year,False,electronic check,45.4,1593.1,1.5133333333333332
2580-atzsq,False,one year,False,bank transfer (automatic),61.35,3874.1,2.045
2581-vkirt,False,one year,False,mailed check,65.5,3801.3,2.183333333333333
2582-fffzr,False,month-to-month,True,electronic check,50.6,1073.3,1.6866666666666668
2585-ktfre,False,month-to-month,True,bank transfer (automatic),70.45,70.45,2.3483333333333336
2586-cwxvv,False,month-to-month,False,electronic check,30.4,1621.35,1.0133333333333332
2587-ekxts,False,month-to-month,True,electronic check,111.5,4915.15,3.716666666666667
2587-ynles,False,two year,False,mailed check,20.1,100.35,0.67
2589-aycrp,False,one year,False,bank transfer (automatic),19.75,989.05,0.6583333333333333
2592-hodov,False,one year,False,credit card (automatic),19.3,259.65,0.6433333333333333
2592-seifq,True,month-to-month,False,electronic check,24.75,66.95,0.825
2592-ykdif,False,month-to-month,False,mailed check,20.35,20.35,0.6783333333333333
2595-kiwpv,False,two year,False,credit card (automatic),19.7,509.3,0.6566666666666666
2599-cipqe,False,two year,False,credit card (automatic),109.3,7782.85,3.643333333333333
2599-czabp,False,one year,False,electronic check,44.6,641.25,1.4866666666666668
2599-gtqwq,False,month-to-month,True,bank transfer (automatic),95.65,3759.05,3.188333333333333
2603-hvkcg,False,month-to-month,True,electronic check,101.4,3143.65,3.3800000000000003
2604-ijpdu,False,month-to-month,True,electronic check,96.55,1901.65,3.2183333333333333
2604-xvdam,False,month-to-month,False,bank transfer (automatic),43.8,540.95,1.46
2606-pkwjb,False,one year,False,mailed check,40.25,1564.05,1.3416666666666666
2606-rmdhz,True,month-to-month,True,credit card (automatic),30.5,208.7,1.0166666666666666
2607-dhdak,False,two year,True,credit card (automatic),19.8,1414.65,0.66
2607-fbdff,False,month-to-month,False,credit card (automatic),49.0,49.0,1.6333333333333333
2608-bhkfn,True,month-to-month,True,credit card (automatic),70.05,266.9,2.335
2609-iaicy,True,month-to-month,True,electronic check,77.15,77.15,2.5716666666666668
2612-phgox,False,two year,True,bank transfer (automatic),76.1,4818.8,2.536666666666666
2612-ranwt,True,month-to-month,True,bank transfer (automatic),100.15,1164.3,3.3383333333333334
2612-rridn,True,month-to-month,True,electronic check,81.0,340.85,2.7
2615-yvmyx,False,month-to-month,True,electronic check,107.5,7713.55,3.583333333333333
2616-flvqc,False,two year,False,mailed check,19.55,1240.15,0.6516666666666667
2616-uutfk,False,month-to-month,True,bank transfer (automatic),72.75,2447.45,2.425
2619-wfqwu,True,month-to-month,True,mailed check,70.15,70.15,2.3383333333333334
2621-udnlu,False,month-to-month,False,mailed check,20.85,72.0,0.6950000000000001
2623-dryam,False,one year,True,electronic check,101.75,7069.3,3.3916666666666666
2625-trczq,False,month-to-month,True,electronic check,49.65,2553.35,1.655
2626-urjfx,True,month-to-month,True,electronic check,50.9,225.6,1.6966666666666663
2626-veewg,False,two year,True,credit card (automatic),19.4,1284.2,0.6466666666666666
2632-ivxvf,False,two year,False,credit card (automatic),111.75,7511.3,3.725
2632-tacxw,False,two year,False,bank transfer (automatic),23.65,1416.75,0.7883333333333333
2632-ucgvd,True,month-to-month,True,credit card (automatic),100.05,6871.9,3.335
2634-hczgt,True,one year,True,electronic check,60.05,3229.65,2.0016666666666665
2636-alxxz,True,month-to-month,True,electronic check,69.6,69.6,2.32
2636-ohfmn,True,month-to-month,True,electronic check,48.55,201.0,1.6183333333333332
2636-sjdou,False,one year,True,credit card (automatic),84.3,5289.05,2.81
2637-fkfsy,False,month-to-month,True,mailed check,46.1,130.15,1.5366666666666666
2639-ugmaz,False,one year,True,electronic check,56.45,3985.35,1.8816666666666668
2640-lymov,False,month-to-month,True,mailed check,19.65,38.8,0.6549999999999999
2640-pmgfl,True,month-to-month,True,electronic check,79.5,2180.55,2.65
2642-dtvco,True,month-to-month,True,electronic check,85.05,746.5,2.835
2642-mawlj,False,two year,False,bank transfer (automatic),20.25,717.95,0.675
2642-nqsnm,False,one year,False,bank transfer (automatic),54.25,447.75,1.8083333333333331
2645-qtlmb,True,month-to-month,True,electronic check,94.25,669.0,3.1416666666666666
2649-hwlyb,False,two year,False,bank transfer (automatic),76.15,4929.55,2.5383333333333336
2650-gyryl,False,one year,True,bank transfer (automatic),19.45,600.25,0.6483333333333333
2651-zcbxv,False,two year,True,credit card (automatic),108.0,5760.65,3.6
2654-vbvpb,False,month-to-month,False,bank transfer (automatic),19.9,19.9,0.6633333333333333
2656-fmokz,True,month-to-month,True,mailed check,74.45,1145.7,2.481666666666667
2656-tabeh,True,month-to-month,True,electronic check,100.2,420.2,3.3400000000000003
2657-almwy,True,month-to-month,False,electronic check,84.95,2169.75,2.8316666666666666
2657-vpxta,False,month-to-month,True,electronic check,88.85,929.45,2.9616666666666664
2659-vxmwz,True,one year,True,electronic check,111.3,7482.1,3.71
2660-emubi,True,month-to-month,True,electronic check,95.35,898.35,3.178333333333333
2661-gkbtk,False,two year,False,bank transfer (automatic),76.95,4543.95,2.565
2662-nntdk,False,one year,False,credit card (automatic),24.8,1600.95,0.8266666666666667
2664-xjzno,False,two year,True,credit card (automatic),104.9,7559.55,3.496666666666667
2665-nptgl,False,month-to-month,True,bank transfer (automatic),98.1,2510.7,3.27
2667-wylwj,True,one year,True,mailed check,19.75,145.0,0.6583333333333333
2668-tzsps,False,month-to-month,False,mailed check,20.45,20.45,0.6816666666666666
2669-oidsd,False,month-to-month,True,credit card (automatic),100.05,4834.0,3.335
2669-qvcrg,False,month-to-month,True,credit card (automatic),81.3,3190.65,2.71
2672-dzuoy,True,month-to-month,True,electronic check,25.15,25.15,0.8383333333333333
2672-huyvi,True,month-to-month,True,electronic check,91.1,455.3,3.036666666666666
2672-ojqzp,False,month-to-month,False,mailed check,44.75,44.75,1.4916666666666667
2672-sxzjb,False,two year,True,credit card (automatic),19.8,1119.9,0.66
2672-tgeff,False,month-to-month,True,electronic check,88.8,3340.55,2.96
2673-cxqeu,False,one year,False,electronic check,110.5,6139.5,3.683333333333333
2673-zalnp,False,one year,False,mailed check,19.9,173.15,0.6633333333333333
2674-miaht,False,month-to-month,True,mailed check,80.3,324.2,2.6766666666666667
2674-mlxmn,False,month-to-month,True,credit card (automatic),99.65,6951.15,3.3216666666666668
2675-dhutr,False,month-to-month,True,electronic check,98.9,5780.7,3.296666666666667
2675-ijrgj,False,two year,False,bank transfer (automatic),19.65,978.0,0.6549999999999999
2675-otvvj,False,month-to-month,False,electronic check,89.45,2807.65,2.981666666666667
2676-ishsf,False,month-to-month,False,mailed check,20.3,20.3,0.6766666666666666
2676-oxppq,False,month-to-month,True,bank transfer (automatic),55.7,335.65,1.856666666666667
2676-sslto,False,two year,True,bank transfer (automatic),66.15,3199.0,2.205
2680-xkknj,False,one year,False,bank transfer (automatic),58.2,469.25,1.94
2682-kevrp,False,one year,True,mailed check,20.05,417.0,0.6683333333333333
2683-bpjso,True,month-to-month,True,electronic check,84.45,2467.1,2.815
2683-jxwqq,False,month-to-month,False,bank transfer (automatic),33.6,2117.2,1.12
2684-eiweo,True,month-to-month,False,credit card (automatic),91.7,2758.15,3.056666666666666
2685-sreom,True,month-to-month,True,electronic check,89.1,2368.4,2.97
2688-bhgog,False,month-to-month,True,electronic check,79.55,718.55,2.6516666666666664
2690-dvrvk,False,one year,False,electronic check,20.55,99.45,0.685
2691-nzetq,True,month-to-month,True,electronic check,85.35,758.6,2.845
2692-aqcpf,False,one year,True,credit card (automatic),108.05,7118.9,3.6016666666666666
2692-bucfv,False,month-to-month,True,bank transfer (automatic),101.45,2948.6,3.381666666666667
2692-pfytj,False,month-to-month,True,mailed check,25.75,25.75,0.8583333333333333
2694-ciumo,False,month-to-month,True,credit card (automatic),79.55,958.25,2.6516666666666664
